Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth
Id_obbeglowd7,2023-02-09,4,wage employed,30.0,Suburb,Mpumalanga,1.0,0.0,0.0,4.0,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2002,12
Id_76sff0ftwb,2022-08-08,3,wage employed,,Urban,Western Cape,1.0,0.0,0.0,4.0,,70 - 79 %,60 - 69 %,,,0,1,2000,5
Id_k1wvzkeibg,2023-03-22,4,studying,,Suburb,Limpopo,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,40 - 49 %,1,1,2000,4
Id_cvppcu9dtk,2022-03-17,2,unemployed,811.0,Urban,Gauteng,,,,,,,,,,0,1,2000,1
Id_p21trnlm74,2023-02-02,4,self employed,,Urban,Gauteng,1.0,,,1.0,40 - 49 %,,70 - 79 %,,40 - 49 %,0,1,2003,2
Id_x3003erpfp,2023-03-22,4,unemployed,334.0,Rural,North West,,,,,,,,,,1,1,1999,6
Id_efdwgqd7ql,2023-02-08,4,studying,,Rural,Mpumalanga,1.0,0.0,0.0,3.0,50 - 59 %,,60 - 69 %,,50 - 59 %,0,1,2002,5
Id_lhsftcq0qj,2023-02-14,4,unemployed,5.0,Urban,Gauteng,,,,,,,,,,0,1,1995,11
Id_9w6y4d0f27,2021-08-23,1,studying,,Urban,KwaZulu-Natal,1.0,1.0,0.0,4.0,40 - 49 %,,70 - 79 %,,40 - 49 %,1,1,2000,4
Id_jje2dldxrq,2021-08-23,1,studying,,Urban,Limpopo,1.0,0.0,0.0,2.0,30 - 39 %,,50 - 59 %,,0 - 29 %,1,1,1999,3
Id_8g7mpx73iu,2023-02-28,4,unemployed,158.0,Urban,Western Cape,,,,,,,,,,0,1,1994,11
Id_ystdo3wigm,2022-03-02,2,unemployed,1095.0,Urban,Eastern Cape,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,1
Id_ywwcb8ps97,2022-08-03,3,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,2002,12
Id_8ez4xscjos,2022-07-28,3,other,,Urban,Gauteng,1.0,0.0,0.0,3.0,30 - 39 %,,60 - 69 %,,40 - 49 %,0,1,2002,9
Id_2jf4w4j44j,2022-03-17,2,unemployed,1369.0,Rural,Limpopo,1.0,0.0,0.0,0.0,,30 - 39 %,60 - 69 %,,,1,1,2000,1
Id_vxay7eegbi,2023-02-10,4,studying,,Suburb,Eastern Cape,1.0,0.0,0.0,1.0,,30 - 39 %,50 - 59 %,,,1,1,1993,11
Id_px50ejj10r,2023-02-02,4,unemployed,401.0,Urban,Mpumalanga,1.0,0.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,1,1,2000,4
Id_tfgb0tyrty,2022-02-25,2,unemployed,61.0,Urban,Gauteng,1.0,,,3.0,,,,,,1,1,2002,11
Id_mthugifxui,2023-02-10,4,unemployed,401.0,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,2001,3
Id_com4svhopi,2023-02-08,4,other,,Urban,North West,1.0,0.0,0.0,,40 - 49 %,,70 - 79 %,,,0,1,1998,2
Id_mm2lhjym5t,2022-03-17,2,studying,,Urban,Limpopo,1.0,0.0,0.0,,,50 - 59 %,50 - 59 %,,,0,1,2000,1
Id_g3g104pqzd,2021-08-17,1,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,40 - 49 %,40 - 49 %,,,1,1,1998,1
Id_1jffeuc1dj,2022-08-03,3,unemployed,243.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,3.0,,,,,,0,1,2003,10
Id_rhc2kl5g55,2023-03-03,4,studying,,Suburb,Gauteng,1.0,1.0,0.0,,50 - 59 %,,60 - 69 %,,60 - 69 %,1,1,1999,12
Id_am02p2tzuy,2023-02-06,4,studying,,Urban,Gauteng,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,1,1,2001,7
Id_regox32zxq,2023-02-21,4,wage employed,122.0,Urban,Free State,,,,,,,,,,0,1,1987,11
Id_6kf048eavy,2023-03-06,4,studying,,Urban,Gauteng,,,,,,,,,,1,1,2003,1
Id_omknpzp2ak,2022-08-03,3,unemployed,583.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,,50 - 59 %,60 - 69 %,,,1,1,2001,5
Id_cenkqwdm7l,2022-08-02,3,studying,,Rural,North West,1.0,0.0,0.0,4.0,,40 - 49 %,,60 - 69 %,,1,1,2003,2
Id_ewipl8qtuw,2021-08-18,1,self employed,306.0,Urban,Gauteng,1.0,,1.0,0.0,,,,,,0,1,1992,1
Id_8577gbn0e7,2022-08-01,3,other,,Urban,Free State,1.0,0.0,0.0,5.0,,50 - 59 %,40 - 49 %,,,0,1,1997,12
Id_7om3250j9e,2022-07-28,3,wage employed,1588.0,Urban,Mpumalanga,1.0,0.0,0.0,2.0,,50 - 59 %,70 - 79 %,,,0,1,1997,3
Id_xeuoeg20r1,2022-08-01,3,wage employed,2378.0,Rural,Mpumalanga,1.0,0.0,0.0,2.0,,,,,,0,1,1995,2
Id_yvcri3cmts,2022-08-15,3,other,,Urban,Free State,,,,,,,,,,1,1,1984,7
Id_v7b4ypc0ij,2023-03-03,4,wage employed,273.0,Rural,North West,1.0,,,3.0,,30 - 39 %,50 - 59 %,,,0,1,2000,1
Id_dwuchnvp2o,2022-03-15,2,unemployed,304.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,50 - 59 %,50 - 59 %,,,1,1,2000,1
Id_m01a2wvxpr,2023-02-20,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1997,5
Id_zm6vqjc3s4,2022-02-28,2,wage employed,468.0,Urban,Free State,1.0,0.0,0.0,1.0,,30 - 39 %,70 - 79 %,,,0,1,1999,9
Id_lts8qj5gtt,2022-03-09,2,unemployed,2465.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,40 - 49 %,40 - 49 %,,,1,1,1998,8
Id_d57wdfouya,2023-03-14,4,unemployed,334.0,Urban,Northern Cape,1.0,1.0,0.0,5.0,,50 - 59 %,60 - 69 %,,,1,1,2000,3
Id_lp9rw55nuq,2022-02-25,2,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,,30 - 39 %,,40 - 49 %,,1,1,1996,3
Id_kz201ybqy4,2023-02-20,4,wage employed,1035.0,Rural,Mpumalanga,,,,,,,,,,0,1,1991,10
Id_bdapa7dbnr,2023-03-23,4,unemployed,64.0,Urban,Mpumalanga,1.0,0.0,0.0,1.0,30 - 39 %,,70 - 79 %,,40 - 49 %,1,1,2002,12
Id_cku4oys9ly,2022-03-09,2,wage employed,31.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,0,1,2000,10
Id_9imcpw90ws,2022-07-28,3,studying,,Urban,Gauteng,,,,,,,,,,0,1,2003,4
Id_lg5hmsjw0w,2023-03-23,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,80 - 100 %,80 - 100 %,,,1,1,2002,3
Id_n2zxyp8ozp,2023-02-13,4,wage employed,485.0,Urban,Gauteng,1.0,,,3.0,0 - 29 %,,60 - 69 %,,,0,1,2000,1
Id_2dw9p45brs,2023-03-07,4,unemployed,64.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,,40 - 49 %,60 - 69 %,,,1,1,2003,9
Id_fullxeblop,2022-03-11,2,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1
Id_hn6w1c50jg,2023-02-27,4,unemployed,2197.0,Rural,Limpopo,0.0,0.0,0.0,2.0,,,,,,0,1,1992,12
Id_202mo7k18v,2022-03-02,2,wage employed,90.0,Urban,Eastern Cape,1.0,,,3.0,,30 - 39 %,40 - 49 %,,,1,1,2000,1
Id_35iylanft2,2023-03-17,4,wage employed,151.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1999,1
Id_22rckhfu74,2023-02-16,4,studying,,Rural,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,1994,6
Id_05enka6e6k,2022-03-15,2,wage employed,355.0,Urban,Northern Cape,1.0,0.0,0.0,,40 - 49 %,,60 - 69 %,,,1,1,2000,1
Id_pa42qrnqsu,2022-08-04,3,wage employed,,Urban,Limpopo,1.0,,,1.0,,30 - 39 %,40 - 49 %,,,0,1,1997,8
Id_2wyft9kpo6,2022-03-09,2,wage employed,365.0,Urban,Western Cape,1.0,,,3.0,,,,,,0,1,1998,1
Id_i7wm3hgav7,2023-03-01,4,wage employed,273.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2000,1
Id_g3g4yng0cp,2022-07-28,3,other,,Urban,Gauteng,0.0,0.0,0.0,2.0,,,,,,0,1,1995,4
Id_xkycggq6zr,2023-02-27,4,unemployed,36.0,Rural,Limpopo,,,,,,,,,,0,1,2000,12
Id_hry70yghdi,2022-08-05,3,other,,Urban,Gauteng,0.0,,,3.0,,,,,,0,1,1987,9
Id_7fe7yhjh8a,2023-02-09,4,self employed,,Rural,Mpumalanga,1.0,0.0,0.0,5.0,0 - 29 %,,60 - 69 %,,,0,1,2002,8
Id_q8vp7a6kvh,2022-03-10,2,wage employed,73.0,Rural,Limpopo,,,,,,,,,,1,1,1994,8
Id_hn7eljea0c,2023-02-07,4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,50 - 59 %,60 - 69 %,,,1,1,2003,11
Id_cu46z0wtbn,2023-02-13,4,unemployed,67.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,30 - 39 %,50 - 59 %,,,1,1,1998,9
Id_kf49u2owj9,2022-03-09,2,wage employed,66.0,Urban,Western Cape,1.0,,,4.0,,,,,,1,1,2000,4
Id_cwuqv2hemn,2023-02-13,4,studying,,Urban,Gauteng,1.0,0.0,0.0,2.0,30 - 39 %,,40 - 49 %,,,0,1,2000,1
Id_uuoplcjhik,2023-02-14,4,wage employed,0.0,Urban,Gauteng,,,,,,,,,,1,1,1996,11
Id_xwef9758c0,2022-08-04,3,other,,Rural,Mpumalanga,1.0,0.0,0.0,2.0,,60 - 69 %,50 - 59 %,,,1,1,2003,2
Id_bbdpuc13mt,2023-02-28,4,studying,,Suburb,Limpopo,1.0,0.0,0.0,1.0,50 - 59 %,,40 - 49 %,,30 - 39 %,0,1,1995,12
Id_qm5zbv3dqs,2023-02-28,4,wage employed,579.0,Urban,Limpopo,1.0,0.0,1.0,,,30 - 39 %,30 - 39 %,,,0,1,1995,9
Id_xc458zxp8n,2023-02-17,4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,40 - 49 %,,,0,1,1997,5
Id_5dlzzvzu7z,2021-08-12,1,self employed,172.0,Rural,KwaZulu-Natal,1.0,1.0,,2.0,50 - 59 %,,60 - 69 %,,50 - 59 %,0,1,1997,6
Id_vvh9x2jhmz,2023-02-09,4,studying,,Urban,Eastern Cape,1.0,0.0,0.0,5.0,,50 - 59 %,50 - 59 %,,,0,1,2003,9
Id_a3lsvoib9e,2023-02-15,4,studying,,Rural,Limpopo,,,,,,,,,,0,1,2000,1
Id_eqm83ic4m9,2023-02-17,4,unemployed,401.0,Urban,Eastern Cape,,,,,,,,,,0,1,2000,6
Id_xy20frex7o,2022-02-28,2,studying,,Urban,Gauteng,0.0,0.0,0.0,,,,,,,0,1,1993,1
Id_0d0fcqrqiz,2022-08-02,3,unemployed,66.0,Urban,North West,,,,,,,,,,0,1,1999,2
Id_i6wj4m9x2n,2022-07-29,3,unemployed,1282.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,40 - 49 %,,50 - 59 %,,1,1,1998,7
Id_puhqi47sl7,2023-02-24,4,studying,,Urban,North West,,,,,,,,,,0,1,1996,4
Id_fzd6uelqdt,2023-02-17,4,wage employed,334.0,Urban,Gauteng,1.0,,,2.0,40 - 49 %,,50 - 59 %,,40 - 49 %,1,1,1991,8
Id_dapxuyl0kv,2023-03-01,4,studying,,Urban,Free State,1.0,,,3.0,30 - 39 %,,50 - 59 %,,40 - 49 %,1,1,2000,1
Id_3688t4ltez,2022-03-18,2,unemployed,812.0,Urban,Eastern Cape,1.0,0.0,0.0,5.0,30 - 39 %,,,40 - 49 %,40 - 49 %,0,1,2000,1
Id_6ydbe8k1k0,2022-03-18,2,wage employed,238.0,Suburb,Western Cape,1.0,,,2.0,,30 - 39 %,40 - 49 %,,,0,1,2000,1
Id_nrqsdlmxxh,2022-08-15,3,other,,Urban,Free State,1.0,,,,40 - 49 %,,50 - 59 %,,30 - 39 %,0,1,1999,9
Id_mxn6qtsna1,2023-02-21,4,unemployed,731.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,30 - 39 %,,40 - 49 %,,30 - 39 %,1,1,1994,10
Id_ml1zx0y5gl,2023-03-23,4,unemployed,429.0,Urban,Gauteng,,,,,,,,,,1,1,2003,1
Id_fhkjr8dykn,2022-08-01,3,wage employed,92.0,Suburb,Limpopo,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,1997,8
Id_n5sq52hdoj,2023-03-20,4,unemployed,64.0,Urban,Mpumalanga,,,,,,,,,,1,1,2004,6
Id_0uxhybtjl5,2022-03-17,2,self employed,806.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2000,1
Id_kzh96q88bd,2023-03-15,4,studying,,Suburb,Mpumalanga,1.0,0.0,0.0,3.0,,40 - 49 %,60 - 69 %,,,1,1,1996,2
Id_yaqxnrvpyo,2022-02-28,2,unemployed,1008.0,Urban,Eastern Cape,0.0,,,,,,,,,0,1,1991,10
Id_15qd9nbtr6,2023-02-20,4,unemployed,250.0,Suburb,Gauteng,,,,,,,,,,0,1,1994,9
Id_x3vu0lmdqz,2022-03-03,2,unemployed,432.0,Urban,Gauteng,1.0,,,5.0,0 - 29 %,,60 - 69 %,,40 - 49 %,1,1,2000,1
Id_s1sfh8q0sm,2022-02-24,2,wage employed,1124.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,50 - 59 %,50 - 59 %,,,1,1,1999,4
Id_j39rsaxv9x,2023-02-17,4,unemployed,1492.0,Urban,North West,1.0,0.0,0.0,,,70 - 79 %,70 - 79 %,,,0,1,2001,6
Id_ev1om3wblh,2022-03-01,2,unemployed,1556.0,Urban,Free State,1.0,0.0,0.0,3.0,,70 - 79 %,60 - 69 %,,,0,1,1997,1
Id_b5wmhiambg,2023-02-27,4,unemployed,767.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2001,1
Id_8dsaqx95t7,2021-08-19,1,wage employed,0.0,Urban,North West,1.0,,,2.0,40 - 49 %,,50 - 59 %,,30 - 39 %,0,1,1986,4
Id_ck3rnbfyjh,2023-02-28,4,studying,,Urban,Free State,1.0,0.0,0.0,4.0,,70 - 79 %,60 - 69 %,,,0,1,2002,8
Id_3dzfgus94r,2022-07-28,3,studying,,Urban,Gauteng,,,,,,,,,,1,1,1997,12
Id_hj5xxk235f,2022-08-03,3,unemployed,248.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,,0 - 29 %,,50 - 59 %,,0 - 29 %,0,1,2003,4
Id_hi2aqujzip,2022-08-01,3,unemployed,217.0,Suburb,Limpopo,1.0,0.0,0.0,2.0,,50 - 59 %,50 - 59 %,,,0,1,2003,5
Id_v3uyrexc6m,2022-02-24,2,unemployed,124.0,Urban,Free State,1.0,0.0,0.0,1.0,,50 - 59 %,40 - 49 %,,0 - 29 %,1,1,1995,12
Id_huysuslo7o,2023-02-22,4,unemployed,37.0,Urban,Free State,,,,,,,,,,0,1,2000,2
Id_9esczul5fq,2022-03-03,2,wage employed,121.0,Suburb,Eastern Cape,1.0,,,3.0,30 - 39 %,,50 - 59 %,,,1,1,2000,1
Id_brx4sdpwsz,2023-02-28,4,studying,,Urban,Western Cape,,,,,,,,,,0,1,2004,12
Id_wnc5dh98ow,2022-03-16,2,studying,,Urban,Free State,1.0,0.0,0.0,4.0,,,,40 - 49 %,,1,1,2000,1
Id_bkrytf6qpo,2022-08-12,3,other,,Urban,Gauteng,1.0,0.0,0.0,2.0,,30 - 39 %,,40 - 49 %,,0,1,1999,1
Id_zuxemjeq2j,2023-02-14,4,studying,,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,,60 - 69 %,,,0,1,2002,11
Id_zh1vstq7xy,2023-02-09,4,studying,,Rural,Eastern Cape,,,,,,,,,,0,1,1998,6
Id_njjyxihirh,2023-02-07,4,unemployed,97.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,,1,1,2003,7
Id_22hadf3npm,2022-03-03,2,wage employed,0.0,Suburb,North West,1.0,0.0,0.0,1.0,,30 - 39 %,60 - 69 %,,,1,1,2000,1
Id_621yyrkbc7,2022-03-09,2,unemployed,795.0,Urban,Northern Cape,1.0,,,2.0,,30 - 39 %,50 - 59 %,,,1,1,2000,11
Id_3yod0o903z,2023-02-21,4,unemployed,311.0,Rural,KwaZulu-Natal,,,,,,,,,,1,1,1996,1
Id_f6thdicfx1,2023-02-06,4,unemployed,158.0,Urban,Gauteng,1.0,0.0,0.0,0.0,,80 - 100 %,,50 - 59 %,,0,1,1990,11
Id_cfxbc8mxa6,2022-08-03,3,other,,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,,30 - 39 %,,,0,1,1997,2
Id_t393kw7t4u,2023-03-17,4,unemployed,64.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,0 - 29 %,,50 - 59 %,,,1,1,2001,12
Id_oikc88k6ov,2023-03-13,4,unemployed,64.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,1,1,2000,11
Id_mk1iyktjj3,2022-02-22,2,unemployed,882.0,Urban,Limpopo,1.0,0.0,0.0,1.0,,30 - 39 %,40 - 49 %,,,0,1,1998,9
Id_ukmg1fe4sl,2023-03-13,4,unemployed,2317.0,Urban,Gauteng,,,,,,,,,,1,1,1995,1
Id_fiuzxwgwzi,2023-03-09,4,unemployed,1831.0,Urban,Mpumalanga,,,,,,,,,,1,1,1992,6
Id_e9t73zgn0x,2023-02-07,4,studying,,Urban,Gauteng,,,,,,,,,,0,1,2000,7
Id_igjbc2jy5h,2022-03-03,2,studying,,Urban,Gauteng,0.0,,,4.0,,,,,,1,1,2000,1
Id_fiav3fj5n5,2022-08-08,3,unemployed,948.0,Suburb,Gauteng,,,,,,,,,,1,1,1994,6
Id_f61doydnaq,2022-08-05,3,wage employed,,Urban,Free State,1.0,0.0,0.0,,,50 - 59 %,50 - 59 %,,,1,1,1992,12
Id_cvoeaetwe4,2023-03-14,4,other,,Urban,Gauteng,,,,,,,,,,1,1,2000,10
Id_9ldafk3nlj,2022-03-11,2,wage employed,362.0,Urban,North West,,,,,,,,,,1,1,2000,1
Id_exyiv8agqe,2023-02-15,4,unemployed,61.0,Urban,Mpumalanga,1.0,,,3.0,,60 - 69 %,60 - 69 %,,,1,1,2000,1
Id_b5ywcspu1f,2023-02-09,4,self employed,,Urban,Eastern Cape,1.0,0.0,0.0,2.0,,0 - 29 %,50 - 59 %,,,0,1,1999,9
Id_0g3knr7fvs,2023-02-07,4,unemployed,36.0,Urban,Gauteng,1.0,,,4.0,,40 - 49 %,50 - 59 %,,,1,1,2000,1
Id_15al9kmkcd,2022-02-25,2,wage employed,90.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,30 - 39 %,40 - 49 %,,,0,1,1999,4
Id_7ab67qxfiv,2021-08-18,1,studying,,Urban,Gauteng,1.0,,,1.0,,70 - 79 %,60 - 69 %,,,0,1,1997,3
Id_z3qdnmn9q3,2022-03-10,2,unemployed,804.0,Rural,Free State,1.0,0.0,0.0,1.0,,50 - 59 %,50 - 59 %,,0 - 29 %,1,1,1999,9
Id_305ozjzlmz,2023-02-28,4,unemployed,67.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,,40 - 49 %,,,0,1,2003,4
Id_709j8qrxat,2022-08-03,3,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1998,9
Id_haeujusld6,2022-09-03,3,other,,Urban,Gauteng,,,,,,,,,,1,1,1993,7
Id_96borhxbpv,2023-03-23,4,studying,,Rural,Limpopo,1.0,0.0,0.0,,0 - 29 %,,30 - 39 %,,40 - 49 %,1,1,2001,7
Id_ro2jwdd5uy,2023-02-24,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1989,4
Id_1tcfd92lk2,2022-03-04,2,studying,,Urban,KwaZulu-Natal,1.0,,,3.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1
Id_pbox0fm3u1,2023-03-15,4,wage employed,181.0,Urban,Mpumalanga,,,,,,,,,,1,1,1996,4
Id_ihiolzdxna,2022-08-01,3,unemployed,797.0,Rural,Mpumalanga,,,,,,,,,,0,1,1991,5
Id_579iqpzqyj,2023-03-16,4,wage employed,92.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1993,6
Id_2r1y11q0wg,2023-03-14,4,unemployed,856.0,Urban,Free State,,,,,,,,,,1,1,1996,4
Id_7ak4adbl14,2022-07-28,3,other,,Urban,Gauteng,,,,,,,,,,0,1,1999,6
Id_g0u6gnx5nw,2022-03-11,2,wage employed,1160.0,Urban,Gauteng,,,,,,,,,,1,1,2000,1
Id_pn7b3mle90,2022-08-10,3,other,,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1991,3
Id_da6ucbymhn,2023-02-09,4,wage employed,516.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,,50 - 59 %,,40 - 49 %,,1,1,2000,1
Id_71takmxtrb,2021-08-12,1,wage employed,0.0,Rural,Eastern Cape,1.0,,,2.0,30 - 39 %,,50 - 59 %,,40 - 49 %,1,1,1997,6
Id_nkydwcxn12,2022-03-15,2,studying,,Rural,Eastern Cape,1.0,,,3.0,,60 - 69 %,,50 - 59 %,,1,1,2000,1
Id_iyfanduv8b,2022-02-24,2,unemployed,1520.0,Rural,North West,1.0,0.0,0.0,3.0,0 - 29 %,,40 - 49 %,,,1,1,1998,12
Id_24c1l1s9zx,2023-03-16,4,studying,,Urban,Western Cape,1.0,0.0,0.0,1.0,,40 - 49 %,60 - 69 %,,,1,1,2002,6
Id_437ct6woog,2022-03-11,2,studying,,Rural,KwaZulu-Natal,,,,,,,,,,1,1,2000,1
Id_v27wecgq4s,2023-02-17,4,wage employed,2008.0,Urban,Eastern Cape,,,,,,,,,,0,1,1989,4
Id_9axn3nt95a,2022-02-25,2,self employed,274.0,Suburb,Gauteng,1.0,,1.0,2.0,,40 - 49 %,70 - 79 %,,,1,1,2002,7
Id_qrq5r4b5dm,2022-07-28,3,studying,,Urban,Gauteng,1.0,0.0,0.0,2.0,30 - 39 %,,40 - 49 %,,0 - 29 %,0,1,1998,12
Id_x5tnpkztq1,2023-03-22,4,unemployed,429.0,Rural,North West,,,,,,,,,,1,1,2002,8
Id_nztfqrdo22,2022-03-11,2,wage employed,173.0,Urban,Western Cape,,,,,,,,,,1,1,2000,1
Id_7552lew1q1,2022-09-03,3,wage employed,,Urban,Gauteng,1.0,,,2.0,30 - 39 %,,50 - 59 %,,,0,1,1988,5
Id_jrqihfiq2h,2023-02-17,4,unemployed,2228.0,Urban,KwaZulu-Natal,0.0,,,,,,,,,1,1,1998,4
Id_b50jkim5jh,2023-02-20,4,unemployed,1497.0,Urban,Mpumalanga,,,,,,,,,,0,1,1996,12
Id_thgq2lugpt,2022-08-08,3,self employed,552.0,Urban,Gauteng,1.0,,,2.0,,,,,,0,1,1998,1
Id_p97gank3cu,2022-03-07,2,unemployed,436.0,Rural,KwaZulu-Natal,1.0,,,3.0,,0 - 29 %,50 - 59 %,,,0,1,2000,1
Id_8xszxps51i,2022-08-15,3,studying,,Urban,Gauteng,,,,,,,,,,0,1,2001,5
Id_tkjcu68b01,2023-02-20,4,self employed,,Rural,Mpumalanga,,,,,,,,,,0,1,1996,6
Id_8w8v64w1f8,2021-08-12,1,unemployed,999.0,Urban,Gauteng,1.0,0.0,0.0,5.0,30 - 39 %,,,60 - 69 %,0 - 29 %,1,1,1996,3
Id_9j6oz47vrp,2022-08-01,3,other,,Suburb,Mpumalanga,1.0,0.0,0.0,,,40 - 49 %,40 - 49 %,,,0,1,1996,7
Id_v54hrl88y4,2022-08-15,3,other,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,0 - 29 %,,50 - 59 %,,,1,1,1997,4
Id_guwgy0cwxr,2023-02-16,4,unemployed,5.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,30 - 39 %,,70 - 79 %,,30 - 39 %,1,1,2000,1
Id_uhcxp80o0x,2022-02-28,2,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,0,1,1996,5
Id_97cyn3fkhz,2022-03-03,2,unemployed,53.0,Suburb,Mpumalanga,1.0,0.0,0.0,5.0,,80 - 100 %,70 - 79 %,,,1,1,2000,1
Id_flag8ua59u,2023-03-13,4,unemployed,429.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2004,3
Id_lzokvnie26,2023-03-09,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,0 - 29 %,,40 - 49 %,,,1,1,1998,1
Id_n4smd098fw,2022-03-03,2,wage employed,170.0,Rural,Northern Cape,1.0,0.0,0.0,3.0,,40 - 49 %,60 - 69 %,,,1,1,2000,1
Id_7vzcodqv1j,2023-02-20,4,wage employed,424.0,Urban,Free State,0.0,0.0,0.0,3.0,,,,,,0,1,1998,2
Id_dy3havgfuv,2023-02-02,4,wage employed,59.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,40 - 49 %,,40 - 49 %,,30 - 39 %,1,1,2000,1
Id_2fidc6cwxn,2022-03-01,2,unemployed,436.0,Urban,Eastern Cape,1.0,0.0,0.0,4.0,,50 - 59 %,,40 - 49 %,,0,1,2000,8
Id_dy472n1q3i,2022-02-23,2,unemployed,215.0,Urban,Mpumalanga,1.0,0.0,0.0,2.0,30 - 39 %,,60 - 69 %,,,1,1,1999,2
Id_2zt6m5f4bk,2022-08-12,3,other,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,40 - 49 %,60 - 69 %,,,1,1,1990,6
Id_abbnvg2xjt,2023-03-17,4,wage employed,1704.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,,,,,,,1,1,1996,3
Id_719gfq4bbi,2023-02-24,4,self employed,,Urban,Gauteng,0.0,0.0,0.0,,,,,,,0,1,1992,5
Id_yfqugxq06s,2023-03-06,4,studying,,Urban,Free State,1.0,,,1.0,60 - 69 %,,50 - 59 %,,60 - 69 %,0,1,2000,1
Id_vu6u2fxprn,2022-02-25,2,self employed,1787.0,Suburb,Northern Cape,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,1,1,1996,1
Id_njn0ugszro,2023-02-13,4,unemployed,730.0,Suburb,Western Cape,,,,,,,,,,0,1,2001,11
Id_kppmeqk94s,2023-03-14,4,unemployed,796.0,Urban,Gauteng,0.0,0.0,0.0,3.0,,,,,,1,1,1993,9
Id_4sdwxg4xnm,2023-02-28,4,unemployed,36.0,Urban,Northern Cape,1.0,1.0,0.0,,0 - 29 %,,60 - 69 %,,,0,1,2002,12
Id_jt7uxijhw0,2023-02-15,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,0 - 29 %,,50 - 59 %,,0 - 29 %,0,1,1999,10
